dtutc,dtgb,GMT Time,National Demand Outturn (INDO) - GB (MW),National Demand Forecast (NDF) - GB (MW)
2024-11-18 21:00:00+00:00,2024-11-18 21:00:00,18/11/2024 21:00:00,34016,33359
2024-11-18 21:30:00+00:00,2024-11-18 21:30:00,18/11/2024 21:30:00,32020,31614
2024-11-18 22:00:00+00:00,2024-11-18 22:00:00,18/11/2024 22:00:00,30062,29679
2024-11-18 22:30:00+00:00,2024-11-18 22:30:00,18/11/2024 22:30:00,28313,27654
2024-11-18 23:00:00+00:00,2024-11-18 23:00:00,18/11/2024 23:00:00,26178,25973
2024-11-18 23:30:00+00:00,2024-11-18 23:30:00,18/11/2024 23:30:00,25237,25300
2024-11-19 00:00:00+00:00,2024-11-19 00:00:00,19/11/2024 00:00:00,25051,25200
2024-11-19 00:30:00+00:00,2024-11-19 00:30:00,19/11/2024 00:30:00,25321,25500
2024-11-19 01:00:00+00:00,2024-11-19 01:00:00,19/11/2024 01:00:00,24986,25113
2024-11-19 01:30:00+00:00,2024-11-19 01:30:00,19/11/2024 01:30:00,24388,24339
2024-11-19 02:00:00+00:00,2024-11-19 02:00:00,19/11/2024 02:00:00,24074,23702
2024-11-19 02:30:00+00:00,2024-11-19 02:30:00,19/11/2024 02:30:00,23689,23343
2024-11-19 03:00:00+00:00,2024-11-19 03:00:00,19/11/2024 03:00:00,23274,23026
2024-11-19 03:30:00+00:00,2024-11-19 03:30:00,19/11/2024 03:30:00,22971,22914
2024-11-19 04:00:00+00:00,2024-11-19 04:00:00,19/11/2024 04:00:00,22743,22500
2024-11-19 04:30:00+00:00,2024-11-19 04:30:00,19/11/2024 04:30:00,22836,22636
2024-11-19 05:00:00+00:00,2024-11-19 05:00:00,19/11/2024 05:00:00,23174,23662
2024-11-19 05:30:00+00:00,2024-11-19 05:30:00,19/11/2024 05:30:00,24089,25168
2024-11-19 06:00:00+00:00,2024-11-19 06:00:00,19/11/2024 06:00:00,27682,27973
2024-11-19 06:30:00+00:00,2024-11-19 06:30:00,19/11/2024 06:30:00,30671,30254
2024-11-19 07:00:00+00:00,2024-11-19 07:00:00,19/11/2024 07:00:00,33620,33330
2024-11-19 07:30:00+00:00,2024-11-19 07:30:00,19/11/2024 07:30:00,35364,35000
2024-11-19 08:00:00+00:00,2024-11-19 08:00:00,19/11/2024 08:00:00,36947,36018
2024-11-19 08:30:00+00:00,2024-11-19 08:30:00,19/11/2024 08:30:00,37735,36250
2024-11-19 09:00:00+00:00,2024-11-19 09:00:00,19/11/2024 09:00:00,39077,37307
2024-11-19 09:30:00+00:00,2024-11-19 09:30:00,19/11/2024 09:30:00,39232,37589
2024-11-19 10:00:00+00:00,2024-11-19 10:00:00,19/11/2024 10:00:00,39462,37748
2024-11-19 10:30:00+00:00,2024-11-19 10:30:00,19/11/2024 10:30:00,39363,37638
2024-11-19 11:00:00+00:00,2024-11-19 11:00:00,19/11/2024 11:00:00,39576,37731
2024-11-19 11:30:00+00:00,2024-11-19 11:30:00,19/11/2024 11:30:00,39700,37800
2024-11-19 12:00:00+00:00,2024-11-19 12:00:00,19/11/2024 12:00:00,39571,37897
2024-11-19 12:30:00+00:00,2024-11-19 12:30:00,19/11/2024 12:30:00,39773,38000
2024-11-19 13:00:00+00:00,2024-11-19 13:00:00,19/11/2024 13:00:00,39548,38400
2024-11-19 13:30:00+00:00,2024-11-19 13:30:00,19/11/2024 13:30:00,39756,38594
2024-11-19 14:00:00+00:00,2024-11-19 14:00:00,19/11/2024 14:00:00,39069,38477
2024-11-19 14:30:00+00:00,2024-11-19 14:30:00,19/11/2024 14:30:00,39078,38479
2024-11-19 15:00:00+00:00,2024-11-19 15:00:00,19/11/2024 15:00:00,39393,38724
2024-11-19 15:30:00+00:00,2024-11-19 15:30:00,19/11/2024 15:30:00,40151,39621
2024-11-19 16:00:00+00:00,2024-11-19 16:00:00,19/11/2024 16:00:00,40641,40979
2024-11-19 16:30:00+00:00,2024-11-19 16:30:00,19/11/2024 16:30:00,41523,41700
2024-11-19 17:00:00+00:00,2024-11-19 17:00:00,19/11/2024 17:00:00,42104,41696
2024-11-19 17:30:00+00:00,2024-11-19 17:30:00,19/11/2024 17:30:00,41872,41596
2024-11-19 18:00:00+00:00,2024-11-19 18:00:00,19/11/2024 18:00:00,41522,41063
2024-11-19 18:30:00+00:00,2024-11-19 18:30:00,19/11/2024 18:30:00,41085,40604
2024-11-19 19:00:00+00:00,2024-11-19 19:00:00,19/11/2024 19:00:00,40772,39530
2024-11-19 19:30:00+00:00,2024-11-19 19:30:00,19/11/2024 19:30:00,39874,38330
2024-11-19 20:00:00+00:00,2024-11-19 20:00:00,19/11/2024 20:00:00,38147,37680
2024-11-19 20:30:00+00:00,2024-11-19 20:30:00,19/11/2024 20:30:00,36638,36440
2024-11-19 21:00:00+00:00,2024-11-19 21:00:00,19/11/2024 21:00:00,35018,34483
2024-11-19 21:30:00+00:00,2024-11-19 21:30:00,19/11/2024 21:30:00,33079,32790
2024-11-19 22:00:00+00:00,2024-11-19 22:00:00,19/11/2024 22:00:00,31040,30731
2024-11-19 22:30:00+00:00,2024-11-19 22:30:00,19/11/2024 22:30:00,28868,28984
2024-11-19 23:00:00+00:00,2024-11-19 23:00:00,19/11/2024 23:00:00,26906,27099
2024-11-19 23:30:00+00:00,2024-11-19 23:30:00,19/11/2024 23:30:00,26166,25830
2024-11-20 00:00:00+00:00,2024-11-20 00:00:00,20/11/2024 00:00:00,26275,26400
2024-11-20 00:30:00+00:00,2024-11-20 00:30:00,20/11/2024 00:30:00,26826,26800
2024-11-20 01:00:00+00:00,2024-11-20 01:00:00,20/11/2024 01:00:00,26541,26446
2024-11-20 01:30:00+00:00,2024-11-20 01:30:00,20/11/2024 01:30:00,25845,26012
2024-11-20 02:00:00+00:00,2024-11-20 02:00:00,20/11/2024 02:00:00,25578,25447
2024-11-20 02:30:00+00:00,2024-11-20 02:30:00,20/11/2024 02:30:00,25131,24944
2024-11-20 03:00:00+00:00,2024-11-20 03:00:00,20/11/2024 03:00:00,24958,24615
2024-11-20 03:30:00+00:00,2024-11-20 03:30:00,20/11/2024 03:30:00,24910,24288
2024-11-20 04:00:00+00:00,2024-11-20 04:00:00,20/11/2024 04:00:00,24495,24100
2024-11-20 04:30:00+00:00,2024-11-20 04:30:00,20/11/2024 04:30:00,24090,24300
2024-11-20 05:00:00+00:00,2024-11-20 05:00:00,20/11/2024 05:00:00,24526,25034
2024-11-20 05:30:00+00:00,2024-11-20 05:30:00,20/11/2024 05:30:00,26108,26265
2024-11-20 06:00:00+00:00,2024-11-20 06:00:00,20/11/2024 06:00:00,28839,29134
2024-11-20 06:30:00+00:00,2024-11-20 06:30:00,20/11/2024 06:30:00,31846,31829
2024-11-20 07:00:00+00:00,2024-11-20 07:00:00,20/11/2024 07:00:00,34944,34669
2024-11-20 07:30:00+00:00,2024-11-20 07:30:00,20/11/2024 07:30:00,36307,36300
2024-11-20 08:00:00+00:00,2024-11-20 08:00:00,20/11/2024 08:00:00,37882,37326
2024-11-20 08:30:00+00:00,2024-11-20 08:30:00,20/11/2024 08:30:00,37803,37547
2024-11-20 09:00:00+00:00,2024-11-20 09:00:00,20/11/2024 09:00:00,38442,38600
2024-11-20 09:30:00+00:00,2024-11-20 09:30:00,20/11/2024 09:30:00,38094,38386
2024-11-20 10:00:00+00:00,2024-11-20 10:00:00,20/11/2024 10:00:00,37307,37682
2024-11-20 10:30:00+00:00,2024-11-20 10:30:00,20/11/2024 10:30:00,36954,37329
2024-11-20 11:00:00+00:00,2024-11-20 11:00:00,20/11/2024 11:00:00,36960,37357
2024-11-20 11:30:00+00:00,2024-11-20 11:30:00,20/11/2024 11:30:00,36095,36858
2024-11-20 12:00:00+00:00,2024-11-20 12:00:00,20/11/2024 12:00:00,36268,36494
2024-11-20 12:30:00+00:00,2024-11-20 12:30:00,20/11/2024 12:30:00,35921,36500
2024-11-20 13:00:00+00:00,2024-11-20 13:00:00,20/11/2024 13:00:00,35929,37000
2024-11-20 13:30:00+00:00,2024-11-20 13:30:00,20/11/2024 13:30:00,36184,37056
2024-11-20 14:00:00+00:00,2024-11-20 14:00:00,20/11/2024 14:00:00,36225,37150
2024-11-20 14:30:00+00:00,2024-11-20 14:30:00,20/11/2024 14:30:00,37132,38014
2024-11-20 15:00:00+00:00,2024-11-20 15:00:00,20/11/2024 15:00:00,38202,38459
2024-11-20 15:30:00+00:00,2024-11-20 15:30:00,20/11/2024 15:30:00,39658,39821
2024-11-20 16:00:00+00:00,2024-11-20 16:00:00,20/11/2024 16:00:00,41296,41367
2024-11-20 16:30:00+00:00,2024-11-20 16:30:00,20/11/2024 16:30:00,42820,42396
2024-11-20 17:00:00+00:00,2024-11-20 17:00:00,20/11/2024 17:00:00,43517,42700
2024-11-20 17:30:00+00:00,2024-11-20 17:30:00,20/11/2024 17:30:00,43485,42657
2024-11-20 18:00:00+00:00,2024-11-20 18:00:00,20/11/2024 18:00:00,43476,42502
2024-11-20 18:30:00+00:00,2024-11-20 18:30:00,20/11/2024 18:30:00,42868,41872
2024-11-20 19:00:00+00:00,2024-11-20 19:00:00,20/11/2024 19:00:00,42517,41624
2024-11-20 19:30:00+00:00,2024-11-20 19:30:00,20/11/2024 19:30:00,42013,40715
2024-11-20 20:00:00+00:00,2024-11-20 20:00:00,20/11/2024 20:00:00,41042,39441
2024-11-20 20:30:00+00:00,2024-11-20 20:30:00,20/11/2024 20:30:00,39263,38200
2024-11-20 21:00:00+00:00,2024-11-20 21:00:00,20/11/2024 21:00:00,37121,36595
2024-11-20 21:30:00+00:00,2024-11-20 21:30:00,20/11/2024 21:30:00,35142,34778
2024-11-20 22:00:00+00:00,2024-11-20 22:00:00,20/11/2024 22:00:00,33136,32841
2024-11-20 22:30:00+00:00,2024-11-20 22:30:00,20/11/2024 22:30:00,31397,30833
2024-11-20 23:00:00+00:00,2024-11-20 23:00:00,20/11/2024 23:00:00,29953,29032
2024-11-20 23:30:00+00:00,2024-11-20 23:30:00,20/11/2024 23:30:00,28350,27500
2024-11-21 00:00:00+00:00,2024-11-21 00:00:00,21/11/2024 00:00:00,28416,27800
2024-11-21 00:30:00+00:00,2024-11-21 00:30:00,21/11/2024 00:30:00,28913,28100
2024-11-21 01:00:00+00:00,2024-11-21 01:00:00,21/11/2024 01:00:00,28125,27765
2024-11-21 01:30:00+00:00,2024-11-21 01:30:00,21/11/2024 01:30:00,27688,27344
2024-11-21 02:00:00+00:00,2024-11-21 02:00:00,21/11/2024 02:00:00,27381,26786
2024-11-21 02:30:00+00:00,2024-11-21 02:30:00,21/11/2024 02:30:00,26845,26290
2024-11-21 03:00:00+00:00,2024-11-21 03:00:00,21/11/2024 03:00:00,26581,25978
2024-11-21 03:30:00+00:00,2024-11-21 03:30:00,21/11/2024 03:30:00,26319,25665
2024-11-21 04:00:00+00:00,2024-11-21 04:00:00,21/11/2024 04:00:00,26100,25500
2024-11-21 04:30:00+00:00,2024-11-21 04:30:00,21/11/2024 04:30:00,26471,25632
2024-11-21 05:00:00+00:00,2024-11-21 05:00:00,21/11/2024 05:00:00,26408,26324
2024-11-21 05:30:00+00:00,2024-11-21 05:30:00,21/11/2024 05:30:00,27642,27535
2024-11-21 06:00:00+00:00,2024-11-21 06:00:00,21/11/2024 06:00:00,30589,30450
2024-11-21 06:30:00+00:00,2024-11-21 06:30:00,21/11/2024 06:30:00,33820,33166
2024-11-21 07:00:00+00:00,2024-11-21 07:00:00,21/11/2024 07:00:00,36814,36017
2024-11-21 07:30:00+00:00,2024-11-21 07:30:00,21/11/2024 07:30:00,38178,37600
2024-11-21 08:00:00+00:00,2024-11-21 08:00:00,21/11/2024 08:00:00,40267,38860
2024-11-21 08:30:00+00:00,2024-11-21 08:30:00,21/11/2024 08:30:00,40664,39290
2024-11-21 09:00:00+00:00,2024-11-21 09:00:00,21/11/2024 09:00:00,41656,40600
2024-11-21 09:30:00+00:00,2024-11-21 09:30:00,21/11/2024 09:30:00,41509,40527
2024-11-21 10:00:00+00:00,2024-11-21 10:00:00,21/11/2024 10:00:00,41070,39932
2024-11-21 10:30:00+00:00,2024-11-21 10:30:00,21/11/2024 10:30:00,40946,40742
2024-11-21 11:00:00+00:00,2024-11-21 11:00:00,21/11/2024 11:00:00,40643,40814
2024-11-21 11:30:00+00:00,2024-11-21 11:30:00,21/11/2024 11:30:00,40303,40310
2024-11-21 12:00:00+00:00,2024-11-21 12:00:00,21/11/2024 12:00:00,39383,39952
2024-11-21 12:30:00+00:00,2024-11-21 12:30:00,21/11/2024 12:30:00,38830,40000
2024-11-21 13:00:00+00:00,2024-11-21 13:00:00,21/11/2024 13:00:00,38861,40014
2024-11-21 13:30:00+00:00,2024-11-21 13:30:00,21/11/2024 13:30:00,38445,39509
2024-11-21 14:00:00+00:00,2024-11-21 14:00:00,21/11/2024 14:00:00,38639,39300
2024-11-21 14:30:00+00:00,2024-11-21 14:30:00,21/11/2024 14:30:00,39194,40034
2024-11-21 15:00:00+00:00,2024-11-21 15:00:00,21/11/2024 15:00:00,39795,40323
2024-11-21 15:30:00+00:00,2024-11-21 15:30:00,21/11/2024 15:30:00,41056,41568
2024-11-21 16:00:00+00:00,2024-11-21 16:00:00,21/11/2024 16:00:00,42012,42994
2024-11-21 16:30:00+00:00,2024-11-21 16:30:00,21/11/2024 16:30:00,42737,43873
2024-11-21 17:00:00+00:00,2024-11-21 17:00:00,21/11/2024 17:00:00,43118,44000
2024-11-21 17:30:00+00:00,2024-11-21 17:30:00,21/11/2024 17:30:00,43031,43814
2024-11-21 18:00:00+00:00,2024-11-21 18:00:00,21/11/2024 18:00:00,42881,43125
2024-11-21 18:30:00+00:00,2024-11-21 18:30:00,21/11/2024 18:30:00,42644,42450
2024-11-21 19:00:00+00:00,2024-11-21 19:00:00,21/11/2024 19:00:00,42070,42163
2024-11-21 19:30:00+00:00,2024-11-21 19:30:00,21/11/2024 19:30:00,41020,41209
2024-11-21 20:00:00+00:00,2024-11-21 20:00:00,21/11/2024 20:00:00,40097,39886
2024-11-21 20:30:00+00:00,2024-11-21 20:30:00,21/11/2024 20:30:00,38482,38600
2024-11-21 21:00:00+00:00,2024-11-21 21:00:00,21/11/2024 21:00:00,36255,36800
2024-11-21 21:30:00+00:00,2024-11-21 21:30:00,21/11/2024 21:30:00,34300,34805
2024-11-21 22:00:00+00:00,2024-11-21 22:00:00,21/11/2024 22:00:00,31960,32709
2024-11-21 22:30:00+00:00,2024-11-21 22:30:00,21/11/2024 22:30:00,30070,30562
2024-11-21 23:00:00+00:00,2024-11-21 23:00:00,21/11/2024 23:00:00,28302,28905
2024-11-21 23:30:00+00:00,2024-11-21 23:30:00,21/11/2024 23:30:00,27096,27300
2024-11-22 00:00:00+00:00,2024-11-22 00:00:00,22/11/2024 00:00:00,27292,27100
2024-11-22 00:30:00+00:00,2024-11-22 00:30:00,22/11/2024 00:30:00,27592,27489
2024-11-22 01:00:00+00:00,2024-11-22 01:00:00,22/11/2024 01:00:00,26920,27500
2024-11-22 01:30:00+00:00,2024-11-22 01:30:00,22/11/2024 01:30:00,26532,26893
2024-11-22 02:00:00+00:00,2024-11-22 02:00:00,22/11/2024 02:00:00,25952,26112
2024-11-22 02:30:00+00:00,2024-11-22 02:30:00,22/11/2024 02:30:00,25456,25753
2024-11-22 03:00:00+00:00,2024-11-22 03:00:00,22/11/2024 03:00:00,25164,25473
2024-11-22 03:30:00+00:00,2024-11-22 03:30:00,22/11/2024 03:30:00,24765,25024
2024-11-22 04:00:00+00:00,2024-11-22 04:00:00,22/11/2024 04:00:00,24292,24800
2024-11-22 04:30:00+00:00,2024-11-22 04:30:00,22/11/2024 04:30:00,24445,24901
2024-11-22 05:00:00+00:00,2024-11-22 05:00:00,22/11/2024 05:00:00,24480,25339
2024-11-22 05:30:00+00:00,2024-11-22 05:30:00,22/11/2024 05:30:00,25820,26459
2024-11-22 06:00:00+00:00,2024-11-22 06:00:00,22/11/2024 06:00:00,28867,29033
2024-11-22 06:30:00+00:00,2024-11-22 06:30:00,22/11/2024 06:30:00,31500,31737
2024-11-22 07:00:00+00:00,2024-11-22 07:00:00,22/11/2024 07:00:00,34567,34968
2024-11-22 07:30:00+00:00,2024-11-22 07:30:00,22/11/2024 07:30:00,36137,37000
2024-11-22 08:00:00+00:00,2024-11-22 08:00:00,22/11/2024 08:00:00,37747,38587
2024-11-22 08:30:00+00:00,2024-11-22 08:30:00,22/11/2024 08:30:00,38067,38827
2024-11-22 09:00:00+00:00,2024-11-22 09:00:00,22/11/2024 09:00:00,38735,39100
2024-11-22 09:30:00+00:00,2024-11-22 09:30:00,22/11/2024 09:30:00,38468,39021
2024-11-22 10:00:00+00:00,2024-11-22 10:00:00,22/11/2024 10:00:00,38011,38722
2024-11-22 10:30:00+00:00,2024-11-22 10:30:00,22/11/2024 10:30:00,37307,38251
2024-11-22 11:00:00+00:00,2024-11-22 11:00:00,22/11/2024 11:00:00,36610,37653
2024-11-22 11:30:00+00:00,2024-11-22 11:30:00,22/11/2024 11:30:00,36259,37206
2024-11-22 12:00:00+00:00,2024-11-22 12:00:00,22/11/2024 12:00:00,36268,37391
2024-11-22 12:30:00+00:00,2024-11-22 12:30:00,22/11/2024 12:30:00,36104,37500
2024-11-22 13:00:00+00:00,2024-11-22 13:00:00,22/11/2024 13:00:00,36164,37540
2024-11-22 13:30:00+00:00,2024-11-22 13:30:00,22/11/2024 13:30:00,36371,37510
2024-11-22 14:00:00+00:00,2024-11-22 14:00:00,22/11/2024 14:00:00,36992,37531
2024-11-22 14:30:00+00:00,2024-11-22 14:30:00,22/11/2024 14:30:00,37789,37948
2024-11-22 15:00:00+00:00,2024-11-22 15:00:00,22/11/2024 15:00:00,38751,38962
2024-11-22 15:30:00+00:00,2024-11-22 15:30:00,22/11/2024 15:30:00,39473,39922
2024-11-22 16:00:00+00:00,2024-11-22 16:00:00,22/11/2024 16:00:00,40968,41359
2024-11-22 16:30:00+00:00,2024-11-22 16:30:00,22/11/2024 16:30:00,42226,42438
2024-11-22 17:00:00+00:00,2024-11-22 17:00:00,22/11/2024 17:00:00,42846,42968
2024-11-22 17:30:00+00:00,2024-11-22 17:30:00,22/11/2024 17:30:00,42470,43090
2024-11-22 18:00:00+00:00,2024-11-22 18:00:00,22/11/2024 18:00:00,42029,43221
2024-11-22 18:30:00+00:00,2024-11-22 18:30:00,22/11/2024 18:30:00,41477,42174
2024-11-22 19:00:00+00:00,2024-11-22 19:00:00,22/11/2024 19:00:00,40917,41579
2024-11-22 19:30:00+00:00,2024-11-22 19:30:00,22/11/2024 19:30:00,40286,40613
2024-11-22 20:00:00+00:00,2024-11-22 20:00:00,22/11/2024 20:00:00,39071,39834
2024-11-22 20:30:00+00:00,2024-11-22 20:30:00,22/11/2024 20:30:00,37736,38580
2024-11-22 21:00:00+00:00,2024-11-22 21:00:00,22/11/2024 21:00:00,35810,37086
2024-11-22 21:30:00+00:00,2024-11-22 21:30:00,22/11/2024 21:30:00,34044,35459
2024-11-22 22:00:00+00:00,2024-11-22 22:00:00,22/11/2024 22:00:00,32463,33643
2024-11-22 22:30:00+00:00,2024-11-22 22:30:00,22/11/2024 22:30:00,31177,31806
2024-11-22 23:00:00+00:00,2024-11-22 23:00:00,22/11/2024 23:00:00,29172,29919
2024-11-22 23:30:00+00:00,2024-11-22 23:30:00,22/11/2024 23:30:00,27885,28580
2024-11-23 00:00:00+00:00,2024-11-23 00:00:00,23/11/2024 00:00:00,27805,28130
2024-11-23 00:30:00+00:00,2024-11-23 00:30:00,23/11/2024 00:30:00,28357,28700
2024-11-23 01:00:00+00:00,2024-11-23 01:00:00,23/11/2024 01:00:00,27696,27867
2024-11-23 01:30:00+00:00,2024-11-23 01:30:00,23/11/2024 01:30:00,26636,26904
2024-11-23 02:00:00+00:00,2024-11-23 02:00:00,23/11/2024 02:00:00,26056,25985
2024-11-23 02:30:00+00:00,2024-11-23 02:30:00,23/11/2024 02:30:00,25283,25317
2024-11-23 03:00:00+00:00,2024-11-23 03:00:00,23/11/2024 03:00:00,24643,24866
2024-11-23 03:30:00+00:00,2024-11-23 03:30:00,23/11/2024 03:30:00,23566,24389
2024-11-23 04:00:00+00:00,2024-11-23 04:00:00,23/11/2024 04:00:00,22779,23716
2024-11-23 04:30:00+00:00,2024-11-23 04:30:00,23/11/2024 04:30:00,22511,23214
2024-11-23 05:00:00+00:00,2024-11-23 05:00:00,23/11/2024 05:00:00,22098,23100
2024-11-23 05:30:00+00:00,2024-11-23 05:30:00,23/11/2024 05:30:00,22304,23283
2024-11-23 06:00:00+00:00,2024-11-23 06:00:00,23/11/2024 06:00:00,23117,24352
2024-11-23 06:30:00+00:00,2024-11-23 06:30:00,23/11/2024 06:30:00,23929,25082
2024-11-23 07:00:00+00:00,2024-11-23 07:00:00,23/11/2024 07:00:00,25005,26014
2024-11-23 07:30:00+00:00,2024-11-23 07:30:00,23/11/2024 07:30:00,25907,27300
2024-11-23 08:00:00+00:00,2024-11-23 08:00:00,23/11/2024 08:00:00,27723,28992
2024-11-23 08:30:00+00:00,2024-11-23 08:30:00,23/11/2024 08:30:00,28902,30771
2024-11-23 09:00:00+00:00,2024-11-23 09:00:00,23/11/2024 09:00:00,30842,32136
2024-11-23 09:30:00+00:00,2024-11-23 09:30:00,23/11/2024 09:30:00,31675,32875
2024-11-23 10:00:00+00:00,2024-11-23 10:00:00,23/11/2024 10:00:00,32884,33060
2024-11-23 10:30:00+00:00,2024-11-23 10:30:00,23/11/2024 10:30:00,33274,33389
2024-11-23 11:00:00+00:00,2024-11-23 11:00:00,23/11/2024 11:00:00,33492,33865
2024-11-23 11:30:00+00:00,2024-11-23 11:30:00,23/11/2024 11:30:00,33721,34000
2024-11-23 12:00:00+00:00,2024-11-23 12:00:00,23/11/2024 12:00:00,33991,34400
2024-11-23 12:30:00+00:00,2024-11-23 12:30:00,23/11/2024 12:30:00,34037,34336
2024-11-23 13:00:00+00:00,2024-11-23 13:00:00,23/11/2024 13:00:00,33667,34264
2024-11-23 13:30:00+00:00,2024-11-23 13:30:00,23/11/2024 13:30:00,33520,34232
2024-11-23 14:00:00+00:00,2024-11-23 14:00:00,23/11/2024 14:00:00,33274,34109
2024-11-23 14:30:00+00:00,2024-11-23 14:30:00,23/11/2024 14:30:00,33391,34000
2024-11-23 15:00:00+00:00,2024-11-23 15:00:00,23/11/2024 15:00:00,33768,34010
2024-11-23 15:30:00+00:00,2024-11-23 15:30:00,23/11/2024 15:30:00,34283,34446
2024-11-23 16:00:00+00:00,2024-11-23 16:00:00,23/11/2024 16:00:00,34802,35782
2024-11-23 16:30:00+00:00,2024-11-23 16:30:00,23/11/2024 16:30:00,35032,36669
2024-11-23 17:00:00+00:00,2024-11-23 17:00:00,23/11/2024 17:00:00,35358,37100
2024-11-23 17:30:00+00:00,2024-11-23 17:30:00,23/11/2024 17:30:00,35242,36821
2024-11-23 18:00:00+00:00,2024-11-23 18:00:00,23/11/2024 18:00:00,34910,36168
2024-11-23 18:30:00+00:00,2024-11-23 18:30:00,23/11/2024 18:30:00,34351,35050
2024-11-23 19:00:00+00:00,2024-11-23 19:00:00,23/11/2024 19:00:00,33001,33934
2024-11-23 19:30:00+00:00,2024-11-23 19:30:00,23/11/2024 19:30:00,31913,32746
2024-11-23 20:00:00+00:00,2024-11-23 20:00:00,23/11/2024 20:00:00,30587,31844
2024-11-23 20:30:00+00:00,2024-11-23 20:30:00,23/11/2024 20:30:00,29508,30430
2024-11-23 21:00:00+00:00,2024-11-23 21:00:00,23/11/2024 21:00:00,27745,28922
2024-11-23 21:30:00+00:00,2024-11-23 21:30:00,23/11/2024 21:30:00,26712,27452
2024-11-23 22:00:00+00:00,2024-11-23 22:00:00,23/11/2024 22:00:00,24819,26001
2024-11-23 22:30:00+00:00,2024-11-23 22:30:00,23/11/2024 22:30:00,23920,24432
2024-11-23 23:00:00+00:00,2024-11-23 23:00:00,23/11/2024 23:00:00,22117,22880
2024-11-23 23:30:00+00:00,2024-11-23 23:30:00,23/11/2024 23:30:00,21820,21650
2024-11-24 00:00:00+00:00,2024-11-24 00:00:00,24/11/2024 00:00:00,21271,21500
2024-11-24 00:30:00+00:00,2024-11-24 00:30:00,24/11/2024 00:30:00,21591,21500
2024-11-24 01:00:00+00:00,2024-11-24 01:00:00,24/11/2024 01:00:00,21397,20880
2024-11-24 01:30:00+00:00,2024-11-24 01:30:00,24/11/2024 01:30:00,20700,20110
2024-11-24 02:00:00+00:00,2024-11-24 02:00:00,24/11/2024 02:00:00,19572,19426
2024-11-24 02:30:00+00:00,2024-11-24 02:30:00,24/11/2024 02:30:00,19298,18965
2024-11-24 03:00:00+00:00,2024-11-24 03:00:00,24/11/2024 03:00:00,18642,18490
2024-11-24 03:30:00+00:00,2024-11-24 03:30:00,24/11/2024 03:30:00,18327,18239
2024-11-24 04:00:00+00:00,2024-11-24 04:00:00,24/11/2024 04:00:00,18082,17799
2024-11-24 04:30:00+00:00,2024-11-24 04:30:00,24/11/2024 04:30:00,17494,17636
2024-11-24 05:00:00+00:00,2024-11-24 05:00:00,24/11/2024 05:00:00,17380,17600
2024-11-24 05:30:00+00:00,2024-11-24 05:30:00,24/11/2024 05:30:00,17607,17666
2024-11-24 06:00:00+00:00,2024-11-24 06:00:00,24/11/2024 06:00:00,19024,18638
2024-11-24 06:30:00+00:00,2024-11-24 06:30:00,24/11/2024 06:30:00,19434,19117
2024-11-24 07:00:00+00:00,2024-11-24 07:00:00,24/11/2024 07:00:00,21240,20377
2024-11-24 07:30:00+00:00,2024-11-24 07:30:00,24/11/2024 07:30:00,21820,21040
2024-11-24 08:00:00+00:00,2024-11-24 08:00:00,24/11/2024 08:00:00,23861,22790
2024-11-24 08:30:00+00:00,2024-11-24 08:30:00,24/11/2024 08:30:00,24954,23894
2024-11-24 09:00:00+00:00,2024-11-24 09:00:00,24/11/2024 09:00:00,26531,24963
2024-11-24 09:30:00+00:00,2024-11-24 09:30:00,24/11/2024 09:30:00,27138,25837
2024-11-24 10:00:00+00:00,2024-11-24 10:00:00,24/11/2024 10:00:00,27827,26540
2024-11-24 10:30:00+00:00,2024-11-24 10:30:00,24/11/2024 10:30:00,28382,27224
2024-11-24 11:00:00+00:00,2024-11-24 11:00:00,24/11/2024 11:00:00,28863,27800
2024-11-24 11:30:00+00:00,2024-11-24 11:30:00,24/11/2024 11:30:00,29220,28000
2024-11-24 12:00:00+00:00,2024-11-24 12:00:00,24/11/2024 12:00:00,29624,28866
2024-11-24 12:30:00+00:00,2024-11-24 12:30:00,24/11/2024 12:30:00,29773,29500
2024-11-24 13:00:00+00:00,2024-11-24 13:00:00,24/11/2024 13:00:00,29729,29508
2024-11-24 13:30:00+00:00,2024-11-24 13:30:00,24/11/2024 13:30:00,29998,29500
2024-11-24 14:00:00+00:00,2024-11-24 14:00:00,24/11/2024 14:00:00,30376,29674
2024-11-24 14:30:00+00:00,2024-11-24 14:30:00,24/11/2024 14:30:00,30715,29902
2024-11-24 15:00:00+00:00,2024-11-24 15:00:00,24/11/2024 15:00:00,31034,30399
2024-11-24 15:30:00+00:00,2024-11-24 15:30:00,24/11/2024 15:30:00,31904,31485
2024-11-24 16:00:00+00:00,2024-11-24 16:00:00,24/11/2024 16:00:00,33234,33228
2024-11-24 16:30:00+00:00,2024-11-24 16:30:00,24/11/2024 16:30:00,34082,34181
2024-11-24 17:00:00+00:00,2024-11-24 17:00:00,24/11/2024 17:00:00,34222,34364
2024-11-24 17:30:00+00:00,2024-11-24 17:30:00,24/11/2024 17:30:00,34485,34500
2024-11-24 18:00:00+00:00,2024-11-24 18:00:00,24/11/2024 18:00:00,33756,33679
2024-11-24 18:30:00+00:00,2024-11-24 18:30:00,24/11/2024 18:30:00,32830,32850
