dtutc,dtgb,GMT Time,National Demand Outturn (INDO) - GB (MW),National Demand Forecast (NDF) - GB (MW)
2024-05-20 20:30:00+00:00,2024-05-20 21:30:00,20/05/2024 21:30:00,24200,24486
2024-05-20 21:00:00+00:00,2024-05-20 22:00:00,20/05/2024 22:00:00,22700,22952
2024-05-20 21:30:00+00:00,2024-05-20 22:30:00,20/05/2024 22:30:00,21742,21700
2024-05-20 22:00:00+00:00,2024-05-20 23:00:00,20/05/2024 23:00:00,21007,20800
2024-05-20 22:30:00+00:00,2024-05-20 23:30:00,20/05/2024 23:30:00,20551,20283
2024-05-20 23:00:00+00:00,2024-05-21 00:00:00,21/05/2024 00:00:00,20247,20140
2024-05-20 23:30:00+00:00,2024-05-21 00:30:00,21/05/2024 00:30:00,20157,20000
2024-05-21 00:00:00+00:00,2024-05-21 01:00:00,21/05/2024 01:00:00,19878,19621
2024-05-21 00:30:00+00:00,2024-05-21 01:30:00,21/05/2024 01:30:00,19594,19313
2024-05-21 01:00:00+00:00,2024-05-21 02:00:00,21/05/2024 02:00:00,19142,19156
2024-05-21 01:30:00+00:00,2024-05-21 02:30:00,21/05/2024 02:30:00,19112,18815
2024-05-21 02:00:00+00:00,2024-05-21 03:00:00,21/05/2024 03:00:00,18975,18800
2024-05-21 02:30:00+00:00,2024-05-21 03:30:00,21/05/2024 03:30:00,18725,18963
2024-05-21 03:00:00+00:00,2024-05-21 04:00:00,21/05/2024 04:00:00,19103,19286
2024-05-21 03:30:00+00:00,2024-05-21 04:30:00,21/05/2024 04:30:00,19828,19759
2024-05-21 04:00:00+00:00,2024-05-21 05:00:00,21/05/2024 05:00:00,21821,21764
2024-05-21 04:30:00+00:00,2024-05-21 05:30:00,21/05/2024 05:30:00,23519,23578
2024-05-21 05:00:00+00:00,2024-05-21 06:00:00,21/05/2024 06:00:00,25714,26084
2024-05-21 05:30:00+00:00,2024-05-21 06:30:00,21/05/2024 06:30:00,26625,27082
2024-05-21 06:00:00+00:00,2024-05-21 07:00:00,21/05/2024 07:00:00,27193,27340
2024-05-21 06:30:00+00:00,2024-05-21 07:30:00,21/05/2024 07:30:00,27234,27500
2024-05-21 07:00:00+00:00,2024-05-21 08:00:00,21/05/2024 08:00:00,27222,27700
2024-05-21 07:30:00+00:00,2024-05-21 08:30:00,21/05/2024 08:30:00,27104,26994
2024-05-21 08:00:00+00:00,2024-05-21 09:00:00,21/05/2024 09:00:00,26549,26650
2024-05-21 08:30:00+00:00,2024-05-21 09:30:00,21/05/2024 09:30:00,26223,26381
2024-05-21 09:00:00+00:00,2024-05-21 10:00:00,21/05/2024 10:00:00,26190,26464
2024-05-21 09:30:00+00:00,2024-05-21 10:30:00,21/05/2024 10:30:00,26226,26487
2024-05-21 10:00:00+00:00,2024-05-21 11:00:00,21/05/2024 11:00:00,26263,26516
2024-05-21 10:30:00+00:00,2024-05-21 11:30:00,21/05/2024 11:30:00,26146,26600
2024-05-21 11:00:00+00:00,2024-05-21 12:00:00,21/05/2024 12:00:00,26363,26796
2024-05-21 11:30:00+00:00,2024-05-21 12:30:00,21/05/2024 12:30:00,26201,26562
2024-05-21 12:00:00+00:00,2024-05-21 13:00:00,21/05/2024 13:00:00,26161,26420
2024-05-21 12:30:00+00:00,2024-05-21 13:30:00,21/05/2024 13:30:00,26141,26370
2024-05-21 13:00:00+00:00,2024-05-21 14:00:00,21/05/2024 14:00:00,26050,26402
2024-05-21 13:30:00+00:00,2024-05-21 14:30:00,21/05/2024 14:30:00,26613,26758
2024-05-21 14:00:00+00:00,2024-05-21 15:00:00,21/05/2024 15:00:00,27460,27046
2024-05-21 14:30:00+00:00,2024-05-21 15:30:00,21/05/2024 15:30:00,28235,27553
2024-05-21 15:00:00+00:00,2024-05-21 16:00:00,21/05/2024 16:00:00,29152,28112
2024-05-21 15:30:00+00:00,2024-05-21 16:30:00,21/05/2024 16:30:00,29666,28815
2024-05-21 16:00:00+00:00,2024-05-21 17:00:00,21/05/2024 17:00:00,30145,29412
2024-05-21 16:30:00+00:00,2024-05-21 17:30:00,21/05/2024 17:30:00,30075,29600
2024-05-21 17:00:00+00:00,2024-05-21 18:00:00,21/05/2024 18:00:00,30309,29459
2024-05-21 17:30:00+00:00,2024-05-21 18:30:00,21/05/2024 18:30:00,29960,29021
2024-05-21 18:00:00+00:00,2024-05-21 19:00:00,21/05/2024 19:00:00,29582,28700
2024-05-21 18:30:00+00:00,2024-05-21 19:30:00,21/05/2024 19:30:00,29258,28378
2024-05-21 19:00:00+00:00,2024-05-21 20:00:00,21/05/2024 20:00:00,28706,27745
2024-05-21 19:30:00+00:00,2024-05-21 20:30:00,21/05/2024 20:30:00,27728,27113
2024-05-21 20:00:00+00:00,2024-05-21 21:00:00,21/05/2024 21:00:00,26179,26357
2024-05-21 20:30:00+00:00,2024-05-21 21:30:00,21/05/2024 21:30:00,24969,24887
2024-05-21 21:00:00+00:00,2024-05-21 22:00:00,21/05/2024 22:00:00,23204,23372
2024-05-21 21:30:00+00:00,2024-05-21 22:30:00,21/05/2024 22:30:00,22075,22300
2024-05-21 22:00:00+00:00,2024-05-21 23:00:00,21/05/2024 23:00:00,21426,21180
2024-05-21 22:30:00+00:00,2024-05-21 23:30:00,21/05/2024 23:30:00,20906,20589
2024-05-21 23:00:00+00:00,2024-05-22 00:00:00,22/05/2024 00:00:00,20514,20380
2024-05-21 23:30:00+00:00,2024-05-22 00:30:00,22/05/2024 00:30:00,20444,20200
2024-05-22 00:00:00+00:00,2024-05-22 01:00:00,22/05/2024 01:00:00,20061,19798
2024-05-22 00:30:00+00:00,2024-05-22 01:30:00,22/05/2024 01:30:00,19666,19470
2024-05-22 01:00:00+00:00,2024-05-22 02:00:00,22/05/2024 02:00:00,19248,19294
2024-05-22 01:30:00+00:00,2024-05-22 02:30:00,22/05/2024 02:30:00,19209,18932
2024-05-22 02:00:00+00:00,2024-05-22 03:00:00,22/05/2024 03:00:00,19145,18900
2024-05-22 02:30:00+00:00,2024-05-22 03:30:00,22/05/2024 03:30:00,19192,19155
2024-05-22 03:00:00+00:00,2024-05-22 04:00:00,22/05/2024 04:00:00,19577,19573
2024-05-22 03:30:00+00:00,2024-05-22 04:30:00,22/05/2024 04:30:00,20111,20145
2024-05-22 04:00:00+00:00,2024-05-22 05:00:00,22/05/2024 05:00:00,22173,22174
2024-05-22 04:30:00+00:00,2024-05-22 05:30:00,22/05/2024 05:30:00,24089,24216
2024-05-22 05:00:00+00:00,2024-05-22 06:00:00,22/05/2024 06:00:00,26406,26737
2024-05-22 05:30:00+00:00,2024-05-22 06:30:00,22/05/2024 06:30:00,27539,28002
2024-05-22 06:00:00+00:00,2024-05-22 07:00:00,22/05/2024 07:00:00,28375,29118
2024-05-22 06:30:00+00:00,2024-05-22 07:30:00,22/05/2024 07:30:00,28736,29200
2024-05-22 07:00:00+00:00,2024-05-22 08:00:00,22/05/2024 08:00:00,29082,29500
2024-05-22 07:30:00+00:00,2024-05-22 08:30:00,22/05/2024 08:30:00,29062,29094
2024-05-22 08:00:00+00:00,2024-05-22 09:00:00,22/05/2024 09:00:00,28914,28258
2024-05-22 08:30:00+00:00,2024-05-22 09:30:00,22/05/2024 09:30:00,28705,28093
2024-05-22 09:00:00+00:00,2024-05-22 10:00:00,22/05/2024 10:00:00,28693,28463
2024-05-22 09:30:00+00:00,2024-05-22 10:30:00,22/05/2024 10:30:00,28879,28652
2024-05-22 10:00:00+00:00,2024-05-22 11:00:00,22/05/2024 11:00:00,29137,28850
2024-05-22 10:30:00+00:00,2024-05-22 11:30:00,22/05/2024 11:30:00,28934,28708
2024-05-22 11:00:00+00:00,2024-05-22 12:00:00,22/05/2024 12:00:00,28266,28638
2024-05-22 11:30:00+00:00,2024-05-22 12:30:00,22/05/2024 12:30:00,27602,28111
2024-05-22 12:00:00+00:00,2024-05-22 13:00:00,22/05/2024 13:00:00,27226,27689
2024-05-22 12:30:00+00:00,2024-05-22 13:30:00,22/05/2024 13:30:00,27031,27370
2024-05-22 13:00:00+00:00,2024-05-22 14:00:00,22/05/2024 14:00:00,26935,27180
2024-05-22 13:30:00+00:00,2024-05-22 14:30:00,22/05/2024 14:30:00,27579,27377
2024-05-22 14:00:00+00:00,2024-05-22 15:00:00,22/05/2024 15:00:00,27864,27499
2024-05-22 14:30:00+00:00,2024-05-22 15:30:00,22/05/2024 15:30:00,28431,27842
2024-05-22 15:00:00+00:00,2024-05-22 16:00:00,22/05/2024 16:00:00,28951,28994
2024-05-22 15:30:00+00:00,2024-05-22 16:30:00,22/05/2024 16:30:00,29469,29154
2024-05-22 16:00:00+00:00,2024-05-22 17:00:00,22/05/2024 17:00:00,29238,29270
2024-05-22 16:30:00+00:00,2024-05-22 17:30:00,22/05/2024 17:30:00,29044,29043
2024-05-22 17:00:00+00:00,2024-05-22 18:00:00,22/05/2024 18:00:00,28407,29068
2024-05-22 17:30:00+00:00,2024-05-22 18:30:00,22/05/2024 18:30:00,28363,28354
2024-05-22 18:00:00+00:00,2024-05-22 19:00:00,22/05/2024 19:00:00,27670,27700
2024-05-22 18:30:00+00:00,2024-05-22 19:30:00,22/05/2024 19:30:00,27131,27274
2024-05-22 19:00:00+00:00,2024-05-22 20:00:00,22/05/2024 20:00:00,26579,26667
2024-05-22 19:30:00+00:00,2024-05-22 20:30:00,22/05/2024 20:30:00,25824,25658
2024-05-22 20:00:00+00:00,2024-05-22 21:00:00,22/05/2024 21:00:00,24504,24138
2024-05-22 20:30:00+00:00,2024-05-22 21:30:00,22/05/2024 21:30:00,23166,22927
2024-05-22 21:00:00+00:00,2024-05-22 22:00:00,22/05/2024 22:00:00,21388,21235
2024-05-22 21:30:00+00:00,2024-05-22 22:30:00,22/05/2024 22:30:00,20399,20100
2024-05-22 22:00:00+00:00,2024-05-22 23:00:00,22/05/2024 23:00:00,19319,19400
2024-05-22 22:30:00+00:00,2024-05-22 23:30:00,22/05/2024 23:30:00,18919,18890
2024-05-22 23:00:00+00:00,2024-05-23 00:00:00,23/05/2024 00:00:00,18691,18500
2024-05-22 23:30:00+00:00,2024-05-23 00:30:00,23/05/2024 00:30:00,18465,18500
2024-05-23 00:00:00+00:00,2024-05-23 01:00:00,23/05/2024 01:00:00,17997,18264
2024-05-23 00:30:00+00:00,2024-05-23 01:30:00,23/05/2024 01:30:00,17701,17996
2024-05-23 01:00:00+00:00,2024-05-23 02:00:00,23/05/2024 02:00:00,17602,17600
2024-05-23 01:30:00+00:00,2024-05-23 02:30:00,23/05/2024 02:30:00,17507,17561
2024-05-23 02:00:00+00:00,2024-05-23 03:00:00,23/05/2024 03:00:00,17412,17441
2024-05-23 02:30:00+00:00,2024-05-23 03:30:00,23/05/2024 03:30:00,17162,17200
2024-05-23 03:00:00+00:00,2024-05-23 04:00:00,23/05/2024 04:00:00,17681,17598
2024-05-23 03:30:00+00:00,2024-05-23 04:30:00,23/05/2024 04:30:00,18219,18276
2024-05-23 04:00:00+00:00,2024-05-23 05:00:00,23/05/2024 05:00:00,20364,20139
2024-05-23 04:30:00+00:00,2024-05-23 05:30:00,23/05/2024 05:30:00,21945,21799
2024-05-23 05:00:00+00:00,2024-05-23 06:00:00,23/05/2024 06:00:00,24010,23888
2024-05-23 05:30:00+00:00,2024-05-23 06:30:00,23/05/2024 06:30:00,24738,24837
2024-05-23 06:00:00+00:00,2024-05-23 07:00:00,23/05/2024 07:00:00,25921,25443
2024-05-23 06:30:00+00:00,2024-05-23 07:30:00,23/05/2024 07:30:00,25919,25570
2024-05-23 07:00:00+00:00,2024-05-23 08:00:00,23/05/2024 08:00:00,26109,25300
2024-05-23 07:30:00+00:00,2024-05-23 08:30:00,23/05/2024 08:30:00,25958,25045
2024-05-23 08:00:00+00:00,2024-05-23 09:00:00,23/05/2024 09:00:00,25912,24399
2024-05-23 08:30:00+00:00,2024-05-23 09:30:00,23/05/2024 09:30:00,25678,23930
2024-05-23 09:00:00+00:00,2024-05-23 10:00:00,23/05/2024 10:00:00,25433,23842
2024-05-23 09:30:00+00:00,2024-05-23 10:30:00,23/05/2024 10:30:00,25478,23828
2024-05-23 10:00:00+00:00,2024-05-23 11:00:00,23/05/2024 11:00:00,25524,25700
2024-05-23 10:30:00+00:00,2024-05-23 11:30:00,23/05/2024 11:30:00,25294,25292
2024-05-23 11:00:00+00:00,2024-05-23 12:00:00,23/05/2024 12:00:00,24890,25180
2024-05-23 11:30:00+00:00,2024-05-23 12:30:00,23/05/2024 12:30:00,24448,24749
2024-05-23 12:00:00+00:00,2024-05-23 13:00:00,23/05/2024 13:00:00,24454,24402
2024-05-23 12:30:00+00:00,2024-05-23 13:30:00,23/05/2024 13:30:00,24509,24071
2024-05-23 13:00:00+00:00,2024-05-23 14:00:00,23/05/2024 14:00:00,24310,23700
2024-05-23 13:30:00+00:00,2024-05-23 14:30:00,23/05/2024 14:30:00,24939,24365
2024-05-23 14:00:00+00:00,2024-05-23 15:00:00,23/05/2024 15:00:00,25779,25285
2024-05-23 14:30:00+00:00,2024-05-23 15:30:00,23/05/2024 15:30:00,26801,26160
2024-05-23 15:00:00+00:00,2024-05-23 16:00:00,23/05/2024 16:00:00,27727,27188
2024-05-23 15:30:00+00:00,2024-05-23 16:30:00,23/05/2024 16:30:00,28585,27843
2024-05-23 16:00:00+00:00,2024-05-23 17:00:00,23/05/2024 17:00:00,28787,28472
2024-05-23 16:30:00+00:00,2024-05-23 17:30:00,23/05/2024 17:30:00,29088,28610
2024-05-23 17:00:00+00:00,2024-05-23 18:00:00,23/05/2024 18:00:00,29016,29000
2024-05-23 17:30:00+00:00,2024-05-23 18:30:00,23/05/2024 18:30:00,28799,28774
2024-05-23 18:00:00+00:00,2024-05-23 19:00:00,23/05/2024 19:00:00,28529,28600
2024-05-23 18:30:00+00:00,2024-05-23 19:30:00,23/05/2024 19:30:00,28039,28339
2024-05-23 19:00:00+00:00,2024-05-23 20:00:00,23/05/2024 20:00:00,27967,27885
2024-05-23 19:30:00+00:00,2024-05-23 20:30:00,23/05/2024 20:30:00,27290,27001
2024-05-23 20:00:00+00:00,2024-05-23 21:00:00,23/05/2024 21:00:00,25737,25564
2024-05-23 20:30:00+00:00,2024-05-23 21:30:00,23/05/2024 21:30:00,24658,24437
2024-05-23 21:00:00+00:00,2024-05-23 22:00:00,23/05/2024 22:00:00,23188,22779
2024-05-23 21:30:00+00:00,2024-05-23 22:30:00,23/05/2024 22:30:00,22352,21700
2024-05-23 22:00:00+00:00,2024-05-23 23:00:00,23/05/2024 23:00:00,21650,21200
2024-05-23 22:30:00+00:00,2024-05-23 23:30:00,23/05/2024 23:30:00,21142,20809
2024-05-23 23:00:00+00:00,2024-05-24 00:00:00,24/05/2024 00:00:00,20964,20600
2024-05-23 23:30:00+00:00,2024-05-24 00:30:00,24/05/2024 00:30:00,20816,20400
2024-05-24 00:00:00+00:00,2024-05-24 01:00:00,24/05/2024 01:00:00,20396,20056
2024-05-24 00:30:00+00:00,2024-05-24 01:30:00,24/05/2024 01:30:00,20076,19733
2024-05-24 01:00:00+00:00,2024-05-24 02:00:00,24/05/2024 02:00:00,19686,19538
2024-05-24 01:30:00+00:00,2024-05-24 02:30:00,24/05/2024 02:30:00,19465,19453
2024-05-24 02:00:00+00:00,2024-05-24 03:00:00,24/05/2024 03:00:00,19299,19302
2024-05-24 02:30:00+00:00,2024-05-24 03:30:00,24/05/2024 03:30:00,19038,19300
2024-05-24 03:00:00+00:00,2024-05-24 04:00:00,24/05/2024 04:00:00,19346,19735
2024-05-24 03:30:00+00:00,2024-05-24 04:30:00,24/05/2024 04:30:00,20309,20203
2024-05-24 04:00:00+00:00,2024-05-24 05:00:00,24/05/2024 05:00:00,21883,22210
2024-05-24 04:30:00+00:00,2024-05-24 05:30:00,24/05/2024 05:30:00,23388,23860
2024-05-24 05:00:00+00:00,2024-05-24 06:00:00,24/05/2024 06:00:00,25731,25941
2024-05-24 05:30:00+00:00,2024-05-24 06:30:00,24/05/2024 06:30:00,26326,26699
2024-05-24 06:00:00+00:00,2024-05-24 07:00:00,24/05/2024 07:00:00,27138,27230
2024-05-24 06:30:00+00:00,2024-05-24 07:30:00,24/05/2024 07:30:00,27393,27400
2024-05-24 07:00:00+00:00,2024-05-24 08:00:00,24/05/2024 08:00:00,27314,27800
2024-05-24 07:30:00+00:00,2024-05-24 08:30:00,24/05/2024 08:30:00,27272,27525
2024-05-24 08:00:00+00:00,2024-05-24 09:00:00,24/05/2024 09:00:00,26880,27000
2024-05-24 08:30:00+00:00,2024-05-24 09:30:00,24/05/2024 09:30:00,26849,26642
2024-05-24 09:00:00+00:00,2024-05-24 10:00:00,24/05/2024 10:00:00,26917,26754
2024-05-24 09:30:00+00:00,2024-05-24 10:30:00,24/05/2024 10:30:00,26719,26789
2024-05-24 10:00:00+00:00,2024-05-24 11:00:00,24/05/2024 11:00:00,26702,26900
2024-05-24 10:30:00+00:00,2024-05-24 11:30:00,24/05/2024 11:30:00,26559,26542
2024-05-24 11:00:00+00:00,2024-05-24 12:00:00,24/05/2024 12:00:00,25811,26426
2024-05-24 11:30:00+00:00,2024-05-24 12:30:00,24/05/2024 12:30:00,25450,25983
2024-05-24 12:00:00+00:00,2024-05-24 13:00:00,24/05/2024 13:00:00,25122,25641
2024-05-24 12:30:00+00:00,2024-05-24 13:30:00,24/05/2024 13:30:00,24946,25170
2024-05-24 13:00:00+00:00,2024-05-24 14:00:00,24/05/2024 14:00:00,24906,24900
2024-05-24 13:30:00+00:00,2024-05-24 14:30:00,24/05/2024 14:30:00,25148,25537
2024-05-24 14:00:00+00:00,2024-05-24 15:00:00,24/05/2024 15:00:00,25270,26087
2024-05-24 14:30:00+00:00,2024-05-24 15:30:00,24/05/2024 15:30:00,25842,26483
2024-05-24 15:00:00+00:00,2024-05-24 16:00:00,24/05/2024 16:00:00,26508,27176
2024-05-24 15:30:00+00:00,2024-05-24 16:30:00,24/05/2024 16:30:00,26785,27648
2024-05-24 16:00:00+00:00,2024-05-24 17:00:00,24/05/2024 17:00:00,27171,28096
2024-05-24 16:30:00+00:00,2024-05-24 17:30:00,24/05/2024 17:30:00,27663,28441
2024-05-24 17:00:00+00:00,2024-05-24 18:00:00,24/05/2024 18:00:00,28220,28470
2024-05-24 17:30:00+00:00,2024-05-24 18:30:00,24/05/2024 18:30:00,28132,28500
2024-05-24 18:00:00+00:00,2024-05-24 19:00:00,24/05/2024 19:00:00,27308,28220
2024-05-24 18:30:00+00:00,2024-05-24 19:30:00,24/05/2024 19:30:00,27484,27931
2024-05-24 19:00:00+00:00,2024-05-24 20:00:00,24/05/2024 20:00:00,26995,27603
2024-05-24 19:30:00+00:00,2024-05-24 20:30:00,24/05/2024 20:30:00,26572,26901
2024-05-24 20:00:00+00:00,2024-05-24 21:00:00,24/05/2024 21:00:00,25713,25796
2024-05-24 20:30:00+00:00,2024-05-24 21:30:00,24/05/2024 21:30:00,24505,24415
2024-05-24 21:00:00+00:00,2024-05-24 22:00:00,24/05/2024 22:00:00,23270,23101
2024-05-24 21:30:00+00:00,2024-05-24 22:30:00,24/05/2024 22:30:00,22274,22000
2024-05-24 22:00:00+00:00,2024-05-24 23:00:00,24/05/2024 23:00:00,21437,21270
2024-05-24 22:30:00+00:00,2024-05-24 23:30:00,24/05/2024 23:30:00,20926,20642
2024-05-24 23:00:00+00:00,2024-05-25 00:00:00,25/05/2024 00:00:00,20381,20200
2024-05-24 23:30:00+00:00,2024-05-25 00:30:00,25/05/2024 00:30:00,20103,19880
2024-05-25 00:00:00+00:00,2024-05-25 01:00:00,25/05/2024 01:00:00,19589,19648
2024-05-25 00:30:00+00:00,2024-05-25 01:30:00,25/05/2024 01:30:00,19127,19277
2024-05-25 01:00:00+00:00,2024-05-25 02:00:00,25/05/2024 02:00:00,18948,18779
2024-05-25 01:30:00+00:00,2024-05-25 02:30:00,25/05/2024 02:30:00,18785,18745
2024-05-25 02:00:00+00:00,2024-05-25 03:00:00,25/05/2024 03:00:00,18442,18573
2024-05-25 02:30:00+00:00,2024-05-25 03:30:00,25/05/2024 03:30:00,18120,18346
2024-05-25 03:00:00+00:00,2024-05-25 04:00:00,25/05/2024 04:00:00,18025,18210
2024-05-25 03:30:00+00:00,2024-05-25 04:30:00,25/05/2024 04:30:00,18374,18424
2024-05-25 04:00:00+00:00,2024-05-25 05:00:00,25/05/2024 05:00:00,19048,19068
2024-05-25 04:30:00+00:00,2024-05-25 05:30:00,25/05/2024 05:30:00,19335,19286
2024-05-25 05:00:00+00:00,2024-05-25 06:00:00,25/05/2024 06:00:00,19925,19960
2024-05-25 05:30:00+00:00,2024-05-25 06:30:00,25/05/2024 06:30:00,20168,20457
2024-05-25 06:00:00+00:00,2024-05-25 07:00:00,25/05/2024 07:00:00,20541,20900
2024-05-25 06:30:00+00:00,2024-05-25 07:30:00,25/05/2024 07:30:00,20552,20878
2024-05-25 07:00:00+00:00,2024-05-25 08:00:00,25/05/2024 08:00:00,20564,21200
2024-05-25 07:30:00+00:00,2024-05-25 08:30:00,25/05/2024 08:30:00,20422,21006
2024-05-25 08:00:00+00:00,2024-05-25 09:00:00,25/05/2024 09:00:00,20028,20725
2024-05-25 08:30:00+00:00,2024-05-25 09:30:00,25/05/2024 09:30:00,19727,20500
2024-05-25 09:00:00+00:00,2024-05-25 10:00:00,25/05/2024 10:00:00,19700,20071
2024-05-25 09:30:00+00:00,2024-05-25 10:30:00,25/05/2024 10:30:00,19524,19849
2024-05-25 10:00:00+00:00,2024-05-25 11:00:00,25/05/2024 11:00:00,19616,19732
2024-05-25 10:30:00+00:00,2024-05-25 11:30:00,25/05/2024 11:30:00,19488,19691
2024-05-25 11:00:00+00:00,2024-05-25 12:00:00,25/05/2024 12:00:00,19351,19535
2024-05-25 11:30:00+00:00,2024-05-25 12:30:00,25/05/2024 12:30:00,19320,19486
2024-05-25 12:00:00+00:00,2024-05-25 13:00:00,25/05/2024 13:00:00,18859,19581
2024-05-25 12:30:00+00:00,2024-05-25 13:30:00,25/05/2024 13:30:00,18624,19367
2024-05-25 13:00:00+00:00,2024-05-25 14:00:00,25/05/2024 14:00:00,18619,19300
2024-05-25 13:30:00+00:00,2024-05-25 14:30:00,25/05/2024 14:30:00,18846,19584
2024-05-25 14:00:00+00:00,2024-05-25 15:00:00,25/05/2024 15:00:00,19460,20402
2024-05-25 14:30:00+00:00,2024-05-25 15:30:00,25/05/2024 15:30:00,20562,21332
2024-05-25 15:00:00+00:00,2024-05-25 16:00:00,25/05/2024 16:00:00,21849,22339
2024-05-25 15:30:00+00:00,2024-05-25 16:30:00,25/05/2024 16:30:00,23233,23592
2024-05-25 16:00:00+00:00,2024-05-25 17:00:00,25/05/2024 17:00:00,23959,24423
2024-05-25 16:30:00+00:00,2024-05-25 17:30:00,25/05/2024 17:30:00,24750,24800
2024-05-25 17:00:00+00:00,2024-05-25 18:00:00,25/05/2024 18:00:00,24865,24649
2024-05-25 17:30:00+00:00,2024-05-25 18:30:00,25/05/2024 18:30:00,24947,24503
2024-05-25 18:00:00+00:00,2024-05-25 19:00:00,25/05/2024 19:00:00,24834,24500
2024-05-25 18:30:00+00:00,2024-05-25 19:30:00,25/05/2024 19:30:00,24728,24171
2024-05-25 19:00:00+00:00,2024-05-25 20:00:00,25/05/2024 20:00:00,24751,24370
2024-05-25 19:30:00+00:00,2024-05-25 20:30:00,25/05/2024 20:30:00,24406,24033
2024-05-25 20:00:00+00:00,2024-05-25 21:00:00,25/05/2024 21:00:00,23469,23283
2024-05-25 20:30:00+00:00,2024-05-25 21:30:00,25/05/2024 21:30:00,22333,22466
2024-05-25 21:00:00+00:00,2024-05-25 22:00:00,25/05/2024 22:00:00,21135,21372
2024-05-25 21:30:00+00:00,2024-05-25 22:30:00,25/05/2024 22:30:00,20280,20170
2024-05-25 22:00:00+00:00,2024-05-25 23:00:00,25/05/2024 23:00:00,19487,19600
2024-05-25 22:30:00+00:00,2024-05-25 23:30:00,25/05/2024 23:30:00,19060,18863
2024-05-25 23:00:00+00:00,2024-05-26 00:00:00,26/05/2024 00:00:00,18693,18700
2024-05-25 23:30:00+00:00,2024-05-26 00:30:00,26/05/2024 00:30:00,18491,18500
2024-05-26 00:00:00+00:00,2024-05-26 01:00:00,26/05/2024 01:00:00,18171,18183
2024-05-26 00:30:00+00:00,2024-05-26 01:30:00,26/05/2024 01:30:00,17686,17671
2024-05-26 01:00:00+00:00,2024-05-26 02:00:00,26/05/2024 02:00:00,17344,17115
2024-05-26 01:30:00+00:00,2024-05-26 02:30:00,26/05/2024 02:30:00,17281,16891
2024-05-26 02:00:00+00:00,2024-05-26 03:00:00,26/05/2024 03:00:00,17112,16690
2024-05-26 02:30:00+00:00,2024-05-26 03:30:00,26/05/2024 03:30:00,16726,16454
2024-05-26 03:00:00+00:00,2024-05-26 04:00:00,26/05/2024 04:00:00,16716,16342
2024-05-26 03:30:00+00:00,2024-05-26 04:30:00,26/05/2024 04:30:00,16745,16300
2024-05-26 04:00:00+00:00,2024-05-26 05:00:00,26/05/2024 05:00:00,17257,16873
2024-05-26 04:30:00+00:00,2024-05-26 05:30:00,26/05/2024 05:30:00,17433,17030
2024-05-26 05:00:00+00:00,2024-05-26 06:00:00,26/05/2024 06:00:00,17945,17968
2024-05-26 05:30:00+00:00,2024-05-26 06:30:00,26/05/2024 06:30:00,18552,18146
2024-05-26 06:00:00+00:00,2024-05-26 07:00:00,26/05/2024 07:00:00,19374,18584
2024-05-26 06:30:00+00:00,2024-05-26 07:30:00,26/05/2024 07:30:00,19549,18800
2024-05-26 07:00:00+00:00,2024-05-26 08:00:00,26/05/2024 08:00:00,20429,19519
2024-05-26 07:30:00+00:00,2024-05-26 08:30:00,26/05/2024 08:30:00,20623,19929
2024-05-26 08:00:00+00:00,2024-05-26 09:00:00,26/05/2024 09:00:00,20410,20400
2024-05-26 08:30:00+00:00,2024-05-26 09:30:00,26/05/2024 09:30:00,20386,19942
2024-05-26 09:00:00+00:00,2024-05-26 10:00:00,26/05/2024 10:00:00,20266,20100
2024-05-26 09:30:00+00:00,2024-05-26 10:30:00,26/05/2024 10:30:00,20221,19585
2024-05-26 10:00:00+00:00,2024-05-26 11:00:00,26/05/2024 11:00:00,20373,19455
2024-05-26 10:30:00+00:00,2024-05-26 11:30:00,26/05/2024 11:30:00,19995,19316
2024-05-26 11:00:00+00:00,2024-05-26 12:00:00,26/05/2024 12:00:00,19901,18930
2024-05-26 11:30:00+00:00,2024-05-26 12:30:00,26/05/2024 12:30:00,19424,18557
2024-05-26 12:00:00+00:00,2024-05-26 13:00:00,26/05/2024 13:00:00,19061,18238
2024-05-26 12:30:00+00:00,2024-05-26 13:30:00,26/05/2024 13:30:00,19257,18200
2024-05-26 13:00:00+00:00,2024-05-26 14:00:00,26/05/2024 14:00:00,19470,18408
2024-05-26 13:30:00+00:00,2024-05-26 14:30:00,26/05/2024 14:30:00,19714,18755
